"output_twochildren","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty"
"1",10000,0,-11.8983986443773,-23.7967972887545,-35.6951911975684,-47.5935898419457,-59.491988486322,-71.3903871306984,-83.2887857750757,-95.1871844194529,-107.085578328268,-118.983976972644,-130.882375617021,-142.780774261399,-154.679172905775,-166.577566814589,-178.475965458967,-190.374364103343,-202.272762747722,-214.171161392097,-226.069555300912,-237.967953945289,-249.866352589665,-261.764751234043,-273.66314987842,-285.561548522796,-297.459942431611,-309.358341075988,-321.256739720364,-333.155138364741,-345.053537009118,-356.951930917933,-368.85032956231,-380.748728206687,-392.647126851064,-404.54552549544,-416.443919404255,-428.342318048632,-440.240716693008,-452.139115337386,-464.037513981762,-475.93591262614,-487.834306534954,-499.732705179331,-511.631103823708,-523.529502468085,-535.427901112463,-547.326295021277,-559.224693665653,-571.123092310031,-583.021490954407,-594.919889598784,-606.818288243161,-618.716682151976,-630.615080796352,-642.513479440729,-654.411878085107,-666.310276729484,-678.208670638298,-690.107069282674,-702.005467927052,-713.903866571429,-725.802265215805,-737.700659124621,-749.599057768997,-761.497456413374,-773.395855057751,-785.294253702128,-797.192652346505,-809.091046255319,-820.989444899696,-832.887843544073,-844.786242188449,-856.684640832827,-868.583034741641,-879.096901149797,-882.865745649798,-886.634590149798,-890.403434649797,-894.172277649797,-897.941122149798,-901.709966649797,-905.478811149797,-909.247655649798,-913.016500149797,-916.785343149798,-920.554187649797,-924.323032149798,-928.091876649797,-931.860721149797,-935.629564149797,-939.398408649798,-943.167253149797,-946.936097649797,-950.704942149797,-954.473786649797,-958.242629649797,-962.011474149797,-965.780318649797,-969.549163149798,-973.318007649797,-977.086850649797,-980.855695149797,-984.624539649797,-988.393384149797,-992.162228649797,-995.931071649798,-999.699916149798,-1003.4687606498,-1007.2376051498,-1011.0064496498,-1014.7752941498,-1018.5441371498,-1022.3129816498,-1026.0818261498,-1029.8506706498,-1033.6195151498,-1037.3883581498,-1041.1572026498,-1044.9260471498,-1048.6948916498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498,-1050.2024291498
"2",10238.41165,0,-12.1820703296935,-24.364140659387,-36.5462061406161,-48.7282764703095,-60.9103468000021,-73.0924171296947,-85.2744874593891,-97.4565577890826,-109.638623270313,-121.820693600005,-134.0027639297,-146.184834259391,-158.366904589085,-170.548970070315,-182.731040400007,-194.913110729702,-207.095181059395,-219.277251389088,-231.459316870317,-243.641387200011,-255.823457529704,-268.005527859396,-280.187598189091,-292.369668518784,-304.551734000013,-316.733804329707,-328.915874659399,-341.097944989093,-353.280015318786,-365.462080800016,-377.644151129709,-389.826221459401,-402.008291789096,-414.190362118788,-426.372427600018,-438.554497929713,-450.736568259405,-462.918638589098,-475.100708918792,-487.282779248485,-499.464844729714,-511.646915059408,-523.828985389101,-536.011055718795,-548.193126048488,-560.375191529718,-572.55726185941,-584.739332189103,-596.921402518797,-609.10347284849,-621.285543178184,-633.467608659415,-645.649678989107,-657.8317493188,-670.013819648493,-682.195889978187,-694.377955459415,-706.560025789109,-718.742096118803,-730.924166448496,-743.106236778189,-755.288302259419,-767.470372589111,-779.652442918805,-791.834513248498,-804.016583578192,-816.198653907885,-828.380719389114,-840.562789718809,-852.7448600485,-864.926930378195,-877.109000707888,-889.291066189116,-900.055595421099,-903.914293564683,-907.772991708266,-911.631689851851,-915.490386459672,-919.349084603256,-923.207782746839,-927.066480890424,-930.925179034008,-934.783877177591,-938.642573785413,-942.501271928997,-946.359970072581,-950.218668216165,-954.077366359748,-957.93606296757,-961.794761111155,-965.653459254739,-969.512157398322,-973.370855541906,-977.22955368549,-981.088250293312,-984.946948436896,-988.805646580479,-992.664344724064,-996.523042867648,-1000.38173947547,-1004.24043761905,-1008.09913576264,-1011.95783390622,-1015.8165320498,-1019.67522865763,-1023.53392680121,-1027.39262494479,-1031.25132308838,-1035.11002123196,-1038.96871937555,-1042.82741598337,-1046.68611412695,-1050.54481227054,-1054.40351041412,-1058.2622085577,-1062.12090516553,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656,-1064.51195429656
"3",10482.37662,0,-12.4723495765256,-24.9446991530513,-37.4170437655821,-49.8893933421068,-62.3617429186334,-74.8340924951581,-87.3064420716846,-99.7787916482093,-112.25113626074,-124.723485837266,-137.195835413791,-149.668184990317,-162.140534566844,-174.612879179374,-187.085228755899,-199.557578332425,-212.02992790895,-224.502277485476,-236.974622098008,-249.446971674533,-261.919321251058,-274.391670827584,-286.864020404109,-299.336369980635,-311.808714593166,-324.281064169691,-336.753413746217,-349.225763322743,-361.698112899269,-374.170457511799,-386.642807088326,-399.11515666485,-411.587506241377,-424.059855817902,-436.532200430433,-449.004550006959,-461.476899583484,-473.949249160009,-486.421598736534,-498.893948313062,-511.366292925592,-523.838642502117,-536.310992078643,-548.783341655168,-561.255691231694,-573.728035844225,-586.200385420751,-598.672734997275,-611.145084573801,-623.617434150327,-636.089783726852,-648.562128339384,-661.03447791591,-673.506827492434,-685.97917706896,-698.451526645487,-710.923871258016,-723.396220834543,-735.868570411069,-748.340919987594,-760.813269564119,-773.28561417665,-785.757963753176,-798.230313329703,-810.702662906227,-823.175012482752,-835.647362059279,-848.119706671809,-860.592056248334,-873.064405824861,-885.536755401386,-898.009104977912,-910.481449590442,-921.502480332709,-925.453125079831,-929.403769826952,-933.354414574073,-937.305057748838,-941.25570249596,-945.206347243081,-949.156991990203,-953.107636737325,-957.058281484447,-961.008924659211,-964.959569406333,-968.910214153453,-972.860858900575,-976.811503647697,-980.762146822462,-984.712791569584,-988.663436316705,-992.614081063827,-996.564725810948,-1000.51537055807,-1004.46601373283,-1008.41665847996,-1012.36730322708,-1016.3179479742,-1020.26859272132,-1024.21923589609,-1028.16988064321,-1032.12052539033,-1036.07117013745,-1040.02181488457,-1043.97245805934,-1047.92310280646,-1051.87374755358,-1055.8243923007,-1059.77503704782,-1063.72568179495,-1067.67632496971,-1071.62696971683,-1075.57761446395,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.15479105871,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587,-1079.1547910587
"4",10732.02427,0,-12.7693903025583,-25.5387806051176,-38.3081658254587,-51.0775561280179,-63.8469464305772,-76.6163367331346,-89.3857270356939,-102.155117338253,-114.924502558595,-127.693892861154,-140.463283163714,-153.232673466272,-166.00206376883,-178.771448989171,-191.540839291731,-204.31022959429,-217.079619896849,-229.849010199408,-242.61839541975,-255.387785722309,-268.157176024867,-280.926566327425,-293.695956629985,-306.465346932543,-319.234732152885,-332.004122455443,-344.773512758003,-357.542903060561,-370.31229336312,-383.081678583463,-395.851068886021,-408.62045918858,-421.389849491139,-434.159239793697,-446.928625014039,-459.698015316598,-472.467405619157,-485.236795921715,-498.006186224275,-510.775576526833,-523.544961747174,-536.314352049733,-549.083742352293,-561.853132654852,-574.622522957411,-587.391908177751,-600.161298480311,-612.93068878287,-625.700079085427,-638.469469387986,-651.238859690546,-664.008244910888,-676.777635213446,-689.547025516005,-702.316415818564,-715.085806121123,-727.855191341466,-740.624581644024,-753.393971946582,-766.163362249142,-778.9327525517,-791.702137772041,-804.471528074601,-817.240918377161,-830.010308679718,-842.779698982277,-855.549089284837,-868.318474505177,-881.087864807736,-893.857255110296,-906.626645412854,-919.396035715414,-932.165420935754,-943.448927882141,-947.493660946528,-951.538394010913,-955.583127075299,-959.627858529881,-963.672591594265,-967.717324658653,-971.762057723038,-975.806790787423,-979.851523851808,-983.89625530639,-987.940988370777,-991.985721435162,-996.030454499548,-1000.07518756393,-1004.11991901852,-1008.1646520829,-1012.20938514729,-1016.25411821167,-1020.29885127606,-1024.34358434044,-1028.38831579502,-1032.43304885941,-1036.4777819238,-1040.52251498818,-1044.56724805257,-1048.61197950715,-1052.65671257153,-1056.70144563592,-1060.74617870031,-1064.79091176469,-1068.83564321927,-1072.88037628366,-1076.92510934804,-1080.96984241243,-1085.01457547682,-1089.0593085412,-1093.10403999578,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486,-1094.13870365486
"5",10987.48696,0,-13.0733499949984,-26.1466999899949,-39.2200447817986,-52.293394776796,-65.3667447717944,-78.4400947667918,-91.5134447617875,-104.586794756785,-117.66013954859,-130.733489543587,-143.806839538584,-156.880189533582,-169.953539528579,-183.026884320383,-196.100234315381,-209.173584310378,-222.246934305375,-235.320284300373,-248.393629092177,-261.466979087174,-274.540329082171,-287.613679077168,-300.687029072166,-313.760379067164,-326.833723858967,-339.907073853965,-352.980423848962,-366.05377384396,-379.127123838956,-392.200468630761,-405.273818625758,-418.347168620756,-431.420518615753,-444.49386861075,-457.567213402554,-470.640563397552,-483.713913392548,-496.787263387547,-509.860613382544,-522.933963377542,-536.007308169345,-549.080658164343,-562.15400815934,-575.227358154338,-588.300708149334,-601.374052941139,-614.447402936136,-627.520752931134,-640.59410292613,-653.667452921128,-666.740802916125,-679.81414770793,-692.887497702927,-705.960847697924,-719.034197692922,-732.107547687919,-745.180892479723,-758.254242474722,-771.327592469717,-784.400942464715,-797.474292459712,-810.547637251517,-823.620987246514,-836.694337241512,-849.767687236508,-862.841037231507,-875.914387226503,-888.987732018307,-902.061082013305,-915.134432008304,-928.207782003299,-941.281131998297,-954.354476790101,-965.906573795981,-970.047586775783,-974.188599755585,-978.329612735386,-982.470624067065,-986.611637046867,-990.752650026669,-994.893663006471,-999.034675986272,-1003.17568896607,-1007.31670029775,-1011.45771327755,-1015.59872625736,-1019.73973923716,-1023.88075221696,-1028.02176354864,-1032.16277652844,-1036.30378950824,-1040.44480248804,-1044.58581546785,-1048.72682844765,-1052.86783977933,-1057.00885275913,-1061.14986573893,-1065.29087871873,-1069.43189169853,-1073.57290303021,-1077.71391601001,-1081.85492898982,-1085.99594196962,-1090.13695494942,-1094.2779662811,-1098.4189792609,-1102.5599922407,-1106.7010052205,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437,-1109.47163636437
"6",11248.90014,0,-13.3843898176501,-26.7687796353021,-40.1531641259662,-53.5375539436163,-66.9219437612664,-80.3063335789166,-93.6907233965676,-107.07511321422,-120.459497704883,-133.843887522535,-147.228277340185,-160.612667157836,-173.997056975486,-187.38144146615,-200.765831283801,-214.150221101451,-227.534610919102,-240.919000736752,-254.303385227417,-267.687775045067,-281.072164862719,-294.456554680368,-307.840944498019,-321.22533431567,-334.609718806334,-347.994108623984,-361.378498441635,-374.762888259286,-388.147278076936,-401.5316625676,-414.916052385252,-428.300442202903,-441.684832020553,-455.069221838204,-468.453606328868,-481.837996146519,-495.222385964169,-508.60677578182,-521.991165599471,-535.375555417122,-548.759939907784,-562.144329725436,-575.528719543086,-588.913109360738,-602.297499178389,-615.681883669053,-629.066273486703,-642.450663304353,-655.835053122003,-669.219442939654,-682.603832757305,-695.988217247969,-709.37260706562,-722.75699688327,-736.141386700922,-749.525776518572,-762.910161009237,-776.294550826887,-789.678940644539,-803.063330462189,-816.447720279839,-829.832104770503,-843.216494588154,-856.600884405805,-869.985274223455,-883.369664041106,-896.754053858756,-910.13843834942,-923.522828167071,-936.907217984722,-950.291607802373,-963.675997620024,-977.060382110688,-988.887325441753,-993.126860984122,-997.36639652649,-1001.60593206886,-1005.84546592389,-1010.08500146626,-1014.32453700863,-1018.564072551,-1022.80360809337,-1027.04314363574,-1031.28267749077,-1035.52221303314,-1039.76174857551,-1044.00128411788,-1048.24081966025,-1052.48035351528,-1056.71988905765,-1060.95942460002,-1065.19896014239,-1069.43849568476,-1073.67803122712,-1077.91756508216,-1082.15710062453,-1086.3966361669,-1090.63617170926,-1094.87570725163,-1099.11524110667,-1103.35477664904,-1107.59431219141,-1111.83384773377,-1116.07338327614,-1120.31291713118,-1124.55245267354,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915,-1125.16171892915
"7",11516.40241,0,-13.702674682324,-27.4053493646488,-41.1080185933079,-54.8106932756327,-68.5133679579567,-82.2160426402806,-95.9187173226055,-109.62139200493,-123.324061233589,-137.026735915913,-150.729410598237,-164.432085280563,-178.134759962886,-191.837429191547,-205.540103873872,-219.242778556196,-232.945453238521,-246.648127920843,-260.350797149504,-274.053471831829,-287.756146514153,-301.458821196477,-315.161495878801,-328.864170561126,-342.566839789786,-356.26951447211,-369.972189154436,-383.674863836759,-397.377538519083,-411.080207747743,-424.782882430068,-438.485557112391,-452.188231794717,-465.890906477041,-479.5935757057,-493.296250388025,-506.998925070349,-520.701599752673,-534.404274434997,-548.106949117322,-561.809618345982,-575.512293028306,-589.214967710631,-602.917642392955,-616.62031707528,-630.322986303939,-644.025660986264,-657.728335668589,-671.431010350911,-685.133685033237,-698.836359715561,-712.539028944221,-726.241703626545,-739.944378308869,-753.647052991194,-767.349727673519,-781.052396902179,-794.755071584503,-808.457746266828,-822.160420949151,-835.863095631476,-849.565764860136,-863.268439542459,-876.971114224785,-890.673788907108,-904.376463589433,-918.079138271757,-931.781807500418,-945.484482182742,-959.187156865066,-972.889831547391,-986.592506229715,-1000.29517545838,-1012.40336710251,-1016.74372009078,-1021.08407307905,-1025.42442606732,-1029.76477732813,-1034.1051303164,-1038.44548330467,-1042.78583629295,-1047.12618928122,-1051.46654226949,-1055.8068935303,-1060.14724651857,-1064.48759950684,-1068.82795249511,-1073.16830548339,-1077.5086567442,-1081.84900973247,-1086.18936272074,-1090.52971570901,-1094.87006869728,-1099.21042168556,-1103.55077294637,-1107.89112593464,-1112.23147892291,-1116.57183191118,-1120.91218489945,-1125.25253616026,-1129.59288914853,-1133.93324213681,-1138.27359512508,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486,-1141.21727015486
