"output","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty"
"28",35111.91734,-1933.09814455846,-1855.59621175799,-1778.09427895752,-1700.59234615706,-1623.09041335659,-1554.32584207743,-1485.69055498123,-1417.05526788502,-1348.41998078882,-1279.78469369261,-1211.14939300662,-1142.51410591042,-1073.87881881421,-1005.24353171801,-936.608244621805,-867.9729575256,-799.337670429394,-730.70238333319,-662.067096236984,-593.431809140779,-524.796522044576,-456.161234948369,-387.525947852165,-318.890660755962,-250.255373659757,-181.620086563551,-112.984799467347,-44.3495123711418,24.2857747250637,92.9210618212664,161.55636250726,230.191649603465,298.826936699668,367.462223795874,436.097510892079,504.732797988282,573.368085084488,642.003372180693,698.510793752857,753.590084529172,808.669375305485,863.748666081797,918.827956858111,973.907247634424,1028.98653841074,1084.06582918705,1139.14511996337,1186.98923487157,1309.33835842163,1442.29767334064,1575.2570145856,1708.21632950462,1841.17564442364,1974.13495934265,2107.09427426167,2227.05703217695,2316.19871515363,2362.26849190597,2408.33826865832,2454.40804541066,2500.477822163,2546.54759891535,2592.61737566769,2638.68715242003,2684.75692917237,2730.82670592472,2776.89648267706,2822.9662594294,2869.03603618174,2915.10581293409,2961.17559880825,3007.24537556059,3053.31515231293,3099.38492906527,3145.45470581762,3191.52448256996,3237.5942593223,3283.66403607464,3329.73381282699,3375.80358957933,3421.87336633167,3467.94314308401,3514.01291983636,3560.0826965887,3606.15247334104,3652.22225009339,3698.29202684573,3744.36180359807,3790.43158035041,3836.50135710276,3882.57114297691,3928.64091972926,3974.7106964816,4020.78047323394,4066.85024998629,4112.92002673863,4155.46756134108,4173.20085274961,4178.07156856666,4178.07156856666
"29",36783.79772,-2016.69216355846,-1935.49991787628,-1854.30767219411,-1773.11542651194,-1691.92318082976,-1610.73093514759,-1529.53868946542,-1448.34644378324,-1367.15419810107,-1285.9619524189,-1204.76969066066,-1123.57744497849,-1042.38519929631,-962.757959750833,-890.854551783854,-818.951143816872,-747.047735849892,-675.144327882912,-603.24091991593,-531.337511948949,-459.434103981971,-387.530696014988,-315.627288048008,-243.723880081028,-171.820472114046,-99.9170641470655,-28.0136561800864,43.8897517868959,115.793159753876,187.696567720856,259.599989924713,331.503397891693,403.406805858673,475.310213825655,547.213621792635,619.117029759615,682.767321626507,740.469254302478,798.17118697845,855.873119654423,913.575052330395,971.276985006367,1028.97891768234,1086.68085035831,1144.38278303428,1280.29449097974,1419.58476378404,1558.87503658835,1698.16530939266,1837.45558219696,1976.74588258074,2116.03615538505,2255.32642818935,2367.69148772535,2427.45707665248,2475.72050051095,2523.98392436941,2572.24734822787,2620.51077208633,2668.7741959448,2717.03761980326,2765.30104366172,2813.56446752018,2861.82789137865,2910.09131523711,2958.35473909557,3006.61816295404,3054.8815868125,3103.14501067096,3151.40843452942,3199.67186794405,3247.93529180251,3296.19871566097,3344.46213951943,3392.7255633779,3440.98898723636,3489.25241109482,3537.51583495329,3585.77925881175,3634.04268267021,3682.30610652867,3730.56953038714,3778.8329542456,3827.09637810406,3875.35980196253,3923.62322582099,3971.88664967945,4020.15007353791,4068.41349739638,4116.67692125484,4164.94035466946,4213.20377852792,4261.46720238639,4307.00679282716,4336.69254125524,4366.37828968331,4396.06403811139,4425.74978653947,4440.07593489936,4440.07593489936
"30",38535.28594,-2104.26657455846,-2019.20829897502,-1934.15002339158,-1849.09174780814,-1764.0334722247,-1678.97519664126,-1593.91692105782,-1508.85864547438,-1423.80036989094,-1338.7420943075,-1253.68380188252,-1168.62552629908,-1083.56725071564,-998.508975132198,-913.45069954876,-828.39242396532,-743.334148381879,-658.275872798439,-573.217597214998,-488.159321631557,-403.10104604812,-318.04277046468,-240.305119556043,-164.977976688422,-89.6508338208018,-14.3236909531811,61.0034519144365,136.330594782058,211.657737649678,286.984880517296,362.312038299691,437.639181167311,512.96632403493,588.29346690255,660.779170121909,721.22862376139,781.678077400872,842.127531040354,902.576984679837,963.026438319319,1023.4758919588,1083.92534559828,1229.97044364613,1375.89312765046,1521.81581165478,1667.7384956591,1813.66117966343,1959.58386366775,2105.50654767208,2251.4292316764,2387.68201985954,2488.85536678845,2539.41688990758,2589.97841302671,2640.53993614585,2691.10145926498,2741.66298238411,2792.22450550325,2842.78602862238,2893.34755174151,2943.90907486064,2994.47059797978,3045.03212109891,3095.59364421804,3146.15516733718,3196.71669045631,3247.27821357544,3297.83973669457,3348.40125981371,3398.96278293284,3449.52431606315,3500.08583918229,3550.64736230142,3601.20888542055,3651.77040853968,3702.33193165882,3752.89345477795,3803.45497789708,3854.01650101622,3904.57802413535,3955.13954725448,4005.70107037362,4056.26259349275,4106.82411661188,4157.38563973101,4207.94716285015,4258.50868596928,4309.07020908841,4359.63173220754,4403.05161649661,4434.15088034175,4465.25013802924,4496.34939571674,4527.44865340423,4529.06143295148,4529.06143295148,4529.06143295148,4529.06143295148,4529.06143295148,4529.06143295148
"31",40370.17259,-2196.01090705846,-2106.90251764991,-2017.79412824136,-1928.68573883281,-1839.57734942427,-1750.46896001572,-1661.36057060717,-1572.25218119862,-1483.14379179008,-1394.03540238153,-1304.92699532952,-1215.81860592097,-1126.71021651243,-1037.60182710387,-948.493437695328,-859.385048286782,-770.276658878232,-681.168269469685,-592.059880061138,-502.951490652588,-413.843101244044,-324.734711835494,-235.626322426947,-146.5179330184,-57.4095436098505,31.6988457986972,120.807235207244,209.915624615793,299.024014024341,388.132403432887,469.914798172892,548.828699655608,627.742601138321,695.315143619456,758.642943501279,821.970743383099,885.29854326492,948.626343146743,1011.95414302856,1075.28194291038,1218.54731755352,1381.61270793542,1544.67809831733,1707.74348869923,1870.80887908114,2033.87426946304,2196.93965984495,2360.00505022685,2505.06416717777,2598.92364537104,2651.89270396487,2704.86175207082,2757.83080017678,2810.79984828274,2863.7688963887,2916.73794449465,2969.70699260061,3022.67604070657,3075.64508881252,3128.61413691848,3181.58318502444,3234.5522331304,3287.52128123635,3340.49032934231,3393.45937744827,3446.42842555422,3499.39747366018,3552.36652176614,3605.33556987209,3658.30461797805,3711.27367657188,3764.24272467784,3817.21177278379,3870.18082088975,3923.14986899571,3976.11891710166,4029.08796520762,4082.05701331358,4135.02606141953,4187.99510952549,4240.96415763145,4293.9332057374,4346.90225384336,4399.87130194932,4452.84035005528,4497.74643462157,4530.32650687586,4562.90657913015,4595.48665138445,4622.28404247575,4622.28404247575,4622.28404247575,4622.28404247575,4622.28404247575,4622.28404247575,4622.28404247575,4622.28404247575,4622.28404247575,4622.28404247575,4622.28404247575
"32",42292.42874,-2292.12371455846,-2198.77236212627,-2105.42100969409,-2012.06965726191,-1918.71830482972,-1825.36695239754,-1732.01559996536,-1638.66424753317,-1545.31289510099,-1451.9615426688,-1358.61017175305,-1265.25881932087,-1171.90746688868,-1078.5561144565,-985.204762024316,-891.853409592132,-798.502057159948,-705.150704727765,-611.799352295582,-518.447999863397,-425.096647431214,-331.74529499903,-238.393942566844,-145.042590134663,-51.6912377024796,41.6601147297065,135.011467161888,228.362819594074,321.714172026258,415.065524458441,508.416895374192,598.592629025631,675.615735899274,752.638842772917,829.66194964656,906.685056520203,983.708163393846,1060.19617583325,1189.01549495317,1359.84536661924,1530.67523828532,1701.50510995139,1872.33498161747,2043.16485328355,2213.99472494962,2384.8245966157,2531.8274081808,2616.52275099384,2682.69386632993,2748.86498166602,2815.036110104,2881.20722544009,2947.37834077619,3013.54945611228,3079.72057144837,3145.89168678447,3208.60948889886,3264.10069809428,3319.59190728969,3375.08311648511,3430.57432568053,3486.06553487595,3541.55674407136,3597.04795326678,3652.5391624622,3708.03037165762,3763.52158085304,3819.01279004846,3874.50399924387,3929.99520843929,3985.48642862197,4040.97763781739,4096.4688470128,4151.96005620822,4207.45126540364,4262.94247459906,4318.43368379448,4373.92489298989,4429.41610218531,4484.90731138073,4540.39852057615,4590.74491806513,4624.8763149792,4659.00771189326,4693.13910880733,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602,4719.94551626602
"33",44306.21458,-2392.81300655846,-2295.01665918809,-2197.22031181772,-2099.42396444736,-2001.62761707699,-1903.83126970662,-1806.03492233625,-1708.23857496589,-1610.44222759552,-1512.64588022515,-1414.84951349111,-1317.05316612074,-1219.25681875038,-1121.46047138001,-1023.66412400964,-925.867776639274,-828.071429268905,-730.275081898539,-632.478734528173,-534.682387157803,-436.886039787437,-339.08969241707,-241.293345046702,-143.496997676335,-45.7006503059688,52.0956970643997,149.892044434766,247.688391805133,345.484739175502,443.281086545865,530.905628534234,611.596248638874,692.286868743513,772.977488848155,853.668108952795,962.845044397889,1141.8091090356,1320.77317367331,1499.73723831101,1678.70130294872,1857.66536758643,2036.62943222413,2215.59349686184,2394.55756149955,2546.6478082808,2627.58836549901,2696.91026831766,2766.23217113631,2835.55407395495,2904.8759767736,2974.19789331799,3043.51979613664,3112.84169895529,3182.16360177393,3251.48550459258,3320.80740741123,3390.12931022988,3459.45121304853,3528.77311586717,3598.09501868582,3667.41692150447,3736.73882432312,3806.06072714177,3865.82176377229,3923.95522867757,3982.08869358285,4040.22215848813,4098.35562339341,4156.48908829869,4214.62255320397,4272.75602961968,4330.88949452496,4389.02295943024,4447.15642433552,4505.2898892408,4563.42335414608,4621.55681905136,4679.69028395664,4717.42741665401,4753.18400573255,4788.94059481109,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071,4822.25721548071
"34",46415.88834,-2085.12646565169,-2032.04268488428,-1978.95890411688,-1925.87512334948,-1872.79134258207,-1819.70756181467,-1766.62378104727,-1713.54000027987,-1660.45621951246,-1576.21974793375,-1473.76673357865,-1371.31373950924,-1268.86074543983,-1166.40775137041,-1063.954757301,-961.501763231591,-859.048769162179,-756.59577509277,-654.142781023357,-551.689786953945,-449.236792884535,-346.783798815123,-244.33080474571,-141.877810676299,-39.4248166068862,63.0281774625257,165.481171531935,267.934165601347,370.38715967076,456.153499148939,540.686280609528,625.219045332629,709.751810055727,887.826363561318,1075.31193685708,1262.79751015284,1450.2830834486,1637.76865674437,1825.25423004013,2012.73980333589,2200.22537663166,2387.71094992742,2548.32734961256,2632.57924774802,2705.20196515342,2777.82468255883,2850.44739996424,2923.07011736965,2995.69283477505,3068.31555218046,3140.93828396517,3213.56100137058,3286.18371877599,3358.80643618139,3431.4291535868,3504.05187099221,3576.67458839762,3649.29730580303,3721.92002320844,3794.54274061384,3867.16545801925,3939.78817542466,4012.41089283007,4085.03361023547,4157.65632764088,4230.27904504629,4302.9017624517,4375.52447985711,4448.14719726251,4512.80264202043,4573.70418767731,4634.60572127569,4695.50725487407,4756.40878847244,4807.57510006394,4845.03426604826,4882.49343203257,4919.95259801689,4929.44056282921,4929.44056282922,4929.44056282921,4929.44056282922,4929.44056282922,4929.44056282922,4929.44056282922,4929.44056282922,4929.44056282921,4929.44056282922,4929.44056282922,4929.44056282922,4929.44056282921,4929.44056282922,4929.44056282922,4929.44056282922,4929.44056282922,4929.44056282922,4929.44056282922,4929.44056282922,4929.44056282921,4929.44056282921
"35",48626.0158,-1651.38309829942,-1595.77169335525,-1540.16028841107,-1484.54888346689,-1428.93747852271,-1373.32607357854,-1317.71466863436,-1262.10326369018,-1206.491858746,-1150.88045380182,-1095.26903784659,-1039.65763290241,-984.046227958233,-928.434823014055,-872.823418069878,-817.2120131257,-761.600608181523,-705.368957854701,-598.037587357516,-490.706216860331,-383.374846363146,-276.043475865962,-168.712105368773,-61.3807348715912,70.6975956686915,227.867623287378,385.037650906062,542.207678524748,699.377706143434,856.547733762117,1013.71779250047,1170.88782011916,1328.05784773784,1485.22787535653,1642.39790297521,1799.5679305939,1956.73795821258,2113.90798583127,2271.07801344995,2441.48458771108,2614.38179754182,2709.69259362335,2785.77329638028,2861.85399913721,2937.93470189414,3014.01540465107,3090.096107408,3166.17681016492,3242.25751292185,3318.33821567878,3394.41893349969,3470.49963625662,3546.58033901355,3622.66104177047,3698.7417445274,3774.82244728433,3850.90315004126,3926.98385279819,4003.06455555512,4079.14525831204,4155.22596106897,4231.3066638259,4307.38736658283,4383.46806933976,4459.54877209669,4535.62947485361,4611.71017761054,4687.79088036747,4763.8715831244,4839.95228588133,4916.03300370223,4973.4535419201,5024.97565108423,5076.49776024837,5117.89549839241,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369,5120.52831573369
"36",50941.38015,-1367.5,-1309.24061614283,-1250.98123228566,-1192.72184842849,-1134.46246457132,-1076.20308071416,-1017.94369685699,-959.684312999819,-901.424929142652,-843.165545285483,-784.906149892957,-726.646766035789,-668.387382178619,-610.12799832145,-551.868614464283,-493.609230607114,-435.349846749944,-377.090462892777,-318.831079035608,-260.571695178439,-124.424031241161,40.2297655667107,204.883562374582,369.537359182449,534.191155990319,698.84495279819,863.498749606057,1028.15254641393,1192.8063432218,1357.46014002967,1522.11396943899,1686.76776624686,1851.42156305472,2016.0753598626,2180.72915667047,2345.38295347833,2510.0367502862,2674.69054709407,2822.85006623902,2896.5862319361,2935.17818620927,2973.77014048244,3012.36209475561,3050.95404902878,3089.54600330195,3128.13795757513,3170.64258181989,3250.3459245153,3330.04926721071,3409.75260990612,3489.45596838279,3569.1593110782,3708.73101059982,3888.82679720795,4059.68110734975,4136.86501589609,4214.04892444243,4291.23283298878,4368.41674153512,4445.60065008146,4522.78455862781,4599.96846717415,4677.15237572049,4754.33628426683,4811.63509640659,4850.22705067976,4888.81900495293,4927.4109592261,4966.00291349927,5004.59486777245,5043.18682968682,5048.74464755701,5049.33947428523,5062.20345904295,5075.06744380068,5087.9314285584,5100.79541331612,5113.65939807385,5126.52338283157,5139.3873675893,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084,5150.20156904084
"37",53366.99231,-1367.5,-1306.46655172797,-1245.43310345594,-1184.39965518391,-1123.36620691188,-1062.33275863985,-1001.29931036782,-940.265862095788,-879.232413823758,-818.198965551729,-757.165505195074,-696.132056923046,-635.098608651015,-574.065160378984,-513.031712106955,-451.998263834924,-390.964815562894,-329.931367290865,-268.897919018834,-140.115651532537,32.3782597471272,204.872171026796,377.366082306462,549.859993586127,722.353904865794,894.847816145463,1067.34172742513,1239.8356387048,1412.32954998446,1584.82346126413,1757.31740669759,1929.81131797726,2102.30522925692,2274.79914053659,2447.29305181626,2619.78696309592,2786.81744628376,2887.39296731632,2927.82250654081,2968.2520457653,3008.6815849898,3049.11112421429,3089.54066343878,3129.97020266328,3170.39974188777,3210.82928111226,3251.25882033675,3291.68835956124,3399.96686100011,3588.63804404774,3777.30926445226,3965.9804474999,4096.42212737751,4177.2812058265,4258.14028427548,4338.99936272447,4419.85844117345,4500.71751962244,4581.57659807142,4662.43567652041,4743.29475496939,4807.95191670919,4848.38145593368,4888.81099515817,4929.24053438267,4969.67007360716,5010.09961283165,5050.52915205614,5045.03607279066,5028.70301367082,5012.36995131703,4996.03689219719,4979.70383307734,4963.37077395749,4947.03771483765,4930.70465571781,4914.37159659796,4898.03853747811,4881.70547835827,4861.08333206836,4817.79724679885,4827.1352858619,4840.61179893673,4854.08831201156,4867.56482508639,4881.04133816123,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721,4883.88733162721
"38",55908.10183,-1367.5,-1303.5603981351,-1239.6207962702,-1175.68119440529,-1111.74159254039,-1047.80199067549,-983.862388810586,-919.922786945683,-855.983185080782,-792.043583215879,-728.103968690936,-664.164366826034,-600.224764961132,-536.285163096228,-472.345561231328,-408.405959366424,-344.466357501522,-280.52675563662,-164.767866906543,15.9394718330914,196.646810572723,377.354149312357,558.061488051993,738.768826791623,919.476165531259,1100.18350427089,1280.89084301052,1461.59818175016,1642.30552048979,1823.01285922942,2003.72023374911,2184.42757248875,2365.13491122838,2545.84224996801,2726.54958870765,2873.91179289528,2916.26641507022,2958.62103724516,3000.9756594201,3043.33028159504,3085.68490376998,3128.03952594491,3170.39414811985,3212.74877029479,3255.10339246973,3297.45801464467,3435.8756384915,3633.53054197455,3831.18544545759,4028.84034894064,4127.21226781115,4211.92151216103,4296.63075651091,4381.34000086078,4466.04924521066,4550.75848956054,4635.46773391042,4720.1769782603,4798.31811130509,4840.67273348002,4883.02735565496,4925.3819778299,4967.73660000484,5010.09122217978,5052.44584435472,5043.48404070049,5026.37327067314,5009.26250064579,4992.15173061844,4975.04096059109,4957.93018717581,4940.81941714846,4923.70864712112,4906.59787709377,4889.48710706642,4872.37633703907,4834.29802111825,4788.95083630761,4743.60365149697,4698.25646668633,4652.90928187569,4607.56209706505,4562.21491225441,4516.86772744377,4515.41668068986,4529.53488808151,4543.65309547316,4557.7713028648,4571.88951025645,4586.00771764809,4600.12592783515,4604.89234010996,4604.89234010996,4604.89234010996,4604.89234010996,4604.89234010996,4604.89234010996,4604.89234010996,4604.89234010996,4604.89234010996
"39",58570.20818,-1367.5,-1300.51586586572,-1233.53173173144,-1166.54759759716,-1099.56346346288,-1032.57932932861,-965.595195194327,-898.611061060047,-831.626926925769,-764.642792791489,-697.658645394352,-630.674511260074,-563.690377125794,-496.706242991515,-429.722108857237,-362.737974722958,-295.753840588678,-199.198432786426,-9.88657809643519,179.425276593557,368.737131283543,558.048985973535,747.360840663525,936.672695353513,1125.9845500435,1315.2964047335,1504.60825942348,1693.92011411347,1883.23196880347,2072.54382349345,2261.85571566719,2451.16757035718,2640.47942504717,2815.53607230865,2900.12657681813,2944.49794620775,2988.86931559737,3033.24068498699,3077.61205437661,3121.98342376623,3166.35479315585,3210.72616254547,3255.09753193509,3299.46890132471,3454.67126333352,3661.73765381842,3868.80404430331,4062.65875776637,4151.40149654561,4240.14423532485,4328.88699167515,4417.62973045439,4506.37246923363,4595.11520801287,4683.85794679211,4772.60068557135,4826.54671217529,4870.91808156491,4915.28945095453,4959.66082034415,5004.03218973377,5048.40355912339,5044.30233427519,5026.37682205391,5008.45130983264,4990.52579761136,4972.60028539009,4954.67477316881,4936.74926094754,4918.82374872626,4900.89823295574,4882.97272073446,4860.22145438336,4812.71502923568,4765.20860408799,4717.7021789403,4670.19575379261,4622.68932864493,4575.18290349724,4527.67647834955,4480.17005320186,4432.66362805417,4385.15720290649,4337.6507777588,4290.14435261111,4242.63792746342,4195.13150231573,4190.87210845619,4205.66256491939,4220.4530213826,4235.24348077432,4250.03393723752,4264.82439370073,4279.61485016394,4294.40530662714,4309.19576309035,4312.61279344318,4312.61279344318,4312.61279344318,4312.61279344318
"40",61359.07273,-1367.5,-1297.326365898,-1227.152731796,-1156.979097694,-1086.805463592,-1016.63182949,-946.458195388001,-876.284561285999,-806.110927184,-735.937293081999,-665.763645085618,-595.59001098362,-525.41637688162,-455.242742779619,-385.069108677621,-314.895474575619,-244.282662305427,-45.9565811538041,152.369499997822,350.695581149451,549.021662301072,747.3477434527,945.673824604326,1143.99990575595,1342.32598690758,1540.6520680592,1738.97814921082,1937.30423036245,2135.63031151408,2333.9563926657,2532.28251308589,2730.60859423752,2878.99267577522,2925.47682131795,2971.96096686069,3018.44511240342,3064.92925794616,3111.41340348889,3157.89754903162,3204.38169457436,3250.86584011709,3297.34998565983,3395.291426747,3643.20686964158,3888.49463734414,4075.32313566153,4168.291426747,4261.25971783247,4354.22800891794,4447.1963000034,4540.16460949659,4633.13290058206,4726.10119166753,4805.4097413765,4851.89388691924,4898.37803246197,4944.8621780047,4991.34632354744,5037.83046909017,5047.72020174107,5028.94115276233,5010.16210378358,4991.38305480483,4972.60400582608,4953.82495684733,4935.04590786859,4916.26685888984,4897.48780991109,4878.70876093234,4846.65899858009,4796.89050938536,4747.12203004479,4697.35355070422,4647.58507136365,4597.81659202308,4548.04811268251,4498.27963334194,4448.51115400137,4398.7426746608,4348.97419532022,4299.20571597965,4249.43723663908,4199.66875729851,4149.90027795794,4100.13179861737,4050.3633192768,4000.59483993623,3950.82636059566,3901.05788125508,3851.28940191451,3852.98688102382,3868.48159620474,3883.97631138565,3899.47102656656,3914.96574174747,3930.46045692838,3945.95517210929,3961.4498872902,3976.94460247112,3978.46249940203
"41",64280.73117,-1367.5,-1293.98499548255,-1220.4699909651,-1146.95498644764,-1073.43998193019,-999.924977412741,-926.409972895288,-852.894968377836,-779.379963860385,-705.864959342933,-632.349940269509,-558.834935752058,-485.319931234606,-411.804926717153,-338.289922199702,-264.774917682249,-93.1875299290728,114.58199687921,322.351523687496,530.121050495783,737.890577304065,945.660104112351,1153.42963092064,1361.19915772892,1568.96868453721,1776.73821134549,1984.50773815377,2192.27726496206,2400.04679177035,2607.81631857863,2804.66017344123,2901.12323621071,2949.82075933738,2998.51828246404,3047.2158055907,3095.91332871736,3144.61085184402,3193.30837497068,3242.00589809734,3290.703421224,3339.40094435066,3388.09846747733,3598.92216622126,3822.65958628173,3952.51964795282,4082.37970962392,4212.23977129502,4342.09983296611,4471.95989463721,4601.81995630831,4731.68004369169,4825.32370838605,4874.02123151271,4922.71875463937,4971.41627776603,5020.11380089269,5053.98334910808,5034.31012157508,5014.63689404208,4994.96366650909,4975.29043897609,4955.61721144309,4935.94398391009,4916.27075637709,4896.59752884408,4876.92430131109,4839.56003692078,4787.42179397,4735.28355101923,4683.14530806846,4631.00705479431,4578.86881184354,4526.73056889276,4474.59232594199,4422.45408299121,4370.31584004044,4318.17759708967,4266.03935413889,4213.90111118812,4161.76286823735,4109.62462528657,4057.4863823358,4005.34813938502,3953.20989643425,3901.07165348348,3848.9334105327,3796.79516758193,3744.65692463116,3692.51868168038,3640.38043872961,3588.24218545546,3536.10394250469,3484.99386024664,3501.22636795553,3511.60313495885,3511.60313495885,3511.60313495885,3511.60313495885,3511.60313495885,3511.60313495885
"42",67341.50658,-1367.5,-1290.48452319486,-1213.46904638972,-1136.45356958457,-1059.43809277943,-982.422615974288,-905.407139169147,-828.391662364003,-751.376185558862,-674.360708753719,-597.345216699513,-520.329739894371,-443.314263089228,-366.298786284086,-289.283309478945,-152.560518127368,65.1021111243285,282.764740376021,500.427369627718,718.089998879415,935.752628131107,1153.4152573828,1371.0778866345,1588.74051588619,1806.40314513789,2024.06577438959,2241.72840364128,2459.39103289298,2677.05366214467,2865.24380304441,2921.98879080665,2973.00508316013,3024.0213755136,3075.03766786707,3126.05396022055,3177.07025257402,3228.0865449275,3279.10283728097,3330.11912963444,3381.13542198792,3432.15171434139,3510.3806931863,3646.42413946223,3782.46758573816,3918.51103201409,4054.55447829002,4190.59792456595,4326.64137084187,4462.68481711781,4548.92991787108,4633.95708862891,4718.98424255137,4804.01139647383,4889.03855039628,4920.18089136029,4933.58176985581,4946.98264835133,4960.38352684685,4960.30507213895,4939.69508906549,4919.08510599203,4898.47512291857,4877.86513984511,4839.57085772331,4784.95001308087,4730.32916843843,4675.70832379599,4621.08747915354,4566.4666345111,4511.84578986866,4457.22493441129,4402.60408976885,4347.9832451264,4293.36240048396,4238.74155584152,4184.12071119908,4129.49986655663,4074.87902191419,4020.25817727175,3965.63733262931,3911.01648798687,3856.39564334442,3801.77479870198,3747.15395405954,3692.5331094171,3637.91226477465,3583.29142013221,3528.67057548977,3474.04973084733,3419.42888620488,3364.80803074751,3310.18718610507,3255.56634146263,3200.94549682019,3146.32465217774,3091.7038075353,3037.08296289286,3022.51390979401,3022.51390979401,3022.51390979402
"43",70548.02311,-1367.5,-1286.81737329009,-1206.13474658019,-1125.45211987028,-1044.76949316037,-964.08686645047,-883.404239740562,-802.721613030654,-722.03898632075,-641.356359610843,-560.673716925776,-479.991090215869,-399.308463505963,-318.625836796057,-225.124766073807,2.90203312454332,230.928832322893,458.95563152124,686.982430719591,915.009229917941,1143.03602911629,1371.06282831464,1599.08962751299,1827.11642671133,2055.14322590969,2283.17002510804,2511.19682430638,2739.22362350473,2887.97321310232,2941.41868462089,2994.86416672167,3048.30963824025,3101.75510975882,3155.2005812774,3208.64605279598,3262.09152431455,3315.53699583313,3368.9824673517,3422.42793887028,3475.87341038885,3529.31888190743,3582.76435342601,3636.20982494458,3740.36181290175,3882.88307028462,4025.40432766749,4159.43387403147,4248.50965989577,4337.58544576006,4426.66123162435,4515.73703512565,4591.86934205277,4605.90831346594,4619.94728487911,4633.98625629228,4648.02522770545,4662.06419911862,4676.10317053179,4690.14214194496,4704.18111335813,4705.40120286387,4683.80985993132,4662.21851699878,4640.62717406623,4618.49800284338,4561.27634556512,4504.05468828685,4446.83303100859,4389.61137373032,4332.38971645206,4275.16804784391,4217.94639056564,4160.72473328738,4103.50307600911,4046.28141873085,3989.05976145259,3931.83810417432,3874.61644689606,3817.39478961779,3760.17313233953,3702.95147506127,3645.729817783,3588.50816050473,3531.28650322647,3474.06484594821,3416.84318866994,3359.62153139168,3302.39987411341,3245.17821683515,3187.95655955688,3130.73489094873,3073.51323367047,3016.2915763922,2959.06991911394,2901.84826183567,2844.62660455741,2787.40494727914,2722.1130265966,2647.07621214548,2572.03939769435
