"output","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty","penalty"
"11",15922.82793,0,-5.91526867539596,-11.8305373507919,-17.7458060261888,-23.6610747015857,-29.5763433769816,-35.4916120523785,-41.4068807277745,-47.3221494031714,-53.2374180785682,-59.1526879251869,-65.0679566005838,-70.9832252759807,-76.8984939513766,-82.8137626267726,-88.7290313021695,-94.6442999775663,-100.559568652962,-106.474837328358,-112.390106003755,-118.305374679152,-124.220643354549,-130.135912029945,-136.051180705342,-141.966449380739,-147.881718056135,-169.01637067655,-207.098968181788,-245.181565687027,-283.264163192264,-321.346768237857,-359.429365743095,-397.511963248334,-435.594560753573,-473.677158258811,-511.759755764049,-549.842353269288,-587.924950774526,-626.007548279764,-664.090145785003,-702.172743290241,-740.255340795479,-778.337938300717,-816.420535805956,-854.503133311193,-892.585730816431,-930.668328321671,-968.750925826908,-1006.83352333215,-1044.91612083739,-1082.99872588298,-1121.08132338822,-1159.16392089345,-1197.24651839869,-1235.32911590393,-1273.41171340917,-1311.49431091441,-1331.43322092233,-1292.02987100703,-1252.62652109173,-1213.22317117643,-1173.81982126113,-1134.41647134583,-1095.01312143053,-1055.60977151523,-1016.20642159993,-976.803071684629,-937.399721769329,-897.996371854029,-858.593021938729,-819.189664221567,-779.786314306268,-740.382964390967,-700.979614475667,-661.576264560368,-622.172914645068,-606.216136547833,-594.153388236643,-584.560828252024,-584.560828252024,-584.560828252023,-584.560828252024,-584.560828252024,-584.560828252023,-584.560828252024,-584.560828252024,-584.560828252024,-584.560828252024,-584.560828252024,-584.560828252024,-584.560828252024,-584.560828252023,-584.560828252024,-584.560828252023,-584.560828252023,-584.560828252024,-584.560828252024,-584.560828252024,-584.560828252024,-584.560828252024
"12",16681.00537,0,6.44019650701921,12.8803930140375,19.3205895210567,25.7607860280759,21.1661622654356,14.9692336185226,8.77230497160963,2.57537632469757,-3.6215523222163,-9.81848219612039,-16.0154108430334,-22.2123394899463,-28.4092681368593,-34.6061967837713,-40.8031254306852,-47.0000540775973,-53.1969827245102,-59.3939113714232,-65.5908400183362,-71.7877686652491,-77.9846973121612,-84.1816259590751,-90.3785546059871,-96.5754832529001,-102.772411899814,-108.969340546726,-115.166269193639,-121.363197840552,-127.560126487465,-133.757056361369,-139.953985008282,-146.150913655196,-152.347842302108,-179.908650250307,-219.804579307704,-259.700508365102,-299.596437422499,-339.492366479897,-379.388295537294,-419.284224594692,-459.18015365209,-499.076082709487,-538.972011766885,-578.867940824282,-618.76386988168,-658.659798939077,-698.555727996474,-738.451657053872,-778.34758611127,-818.24352306806,-858.139452125459,-898.035381182857,-937.931310240254,-977.827239297651,-1017.72316835505,-1057.61909741245,-1097.51502646984,-1137.41095552724,-1177.30688458464,-1162.22577020934,-1120.9462001215,-1079.66663003365,-1038.38705994581,-997.107489857965,-955.827919770122,-914.548349682279,-873.268779594435,-831.989209506592,-790.709639418748,-749.430061157551,-708.150491069708,-666.870920981864,-625.591350894021,-584.311780806178,-543.032210718335,-501.752640630491,-460.473070542648,-419.193500454805,-377.913930366962,-336.634360279118,-303.188698896405,-290.551573742473,-277.914448588542,-274.645040873481,-274.645040873482,-274.645040873482,-274.645040873482,-274.645040873482,-274.645040873482,-274.645040873482,-274.645040873482,-274.645040873482,-274.645040873483,-274.645040873482,-274.645040873482,-274.645040873482,-274.645040873482,-274.645040873482,-274.645040873483
"13",17475.284,0,6.74685131259321,13.4937026251873,20.2405539377805,26.9874052503737,33.7342565629679,40.4811078755611,47.2279591881543,53.9748105007484,60.7216618133416,67.4685144618115,74.2153657744047,80.9622170869989,86.8965978023807,80.4045977322112,73.9125976620417,67.4205975918712,60.9285975217017,54.4365974515331,47.9445973813636,41.452597311194,34.9605972410245,28.468597170855,21.9765971006855,15.4845970305159,8.99259696034642,2.50059689017689,-3.99140317999263,-10.4834032501622,-16.9754033203317,-23.4674046759174,-29.9594047460869,-36.4514048162564,-42.9434048864259,-49.4354049565945,-55.9274050267641,-62.4194050969345,-68.9114051671031,-75.4034052372726,-81.8954053074431,-88.3874053776117,-100.213570610096,-142.009174367634,-183.804778125172,-225.600381882708,-267.395985640247,-309.191589397785,-350.987193155322,-392.782796912858,-434.578400670397,-476.374012703462,-518.169616461001,-559.965220218539,-601.760823976075,-643.556427733613,-685.352031491151,-727.147635248687,-768.943239006227,-810.738842763764,-852.5344465213,-894.330050278839,-936.125654036377,-957.802044673223,-914.556916775816,-871.31178887841,-828.066660981004,-784.821533083597,-741.576405186192,-698.331277288786,-655.08614939138,-611.841012931438,-568.595885034033,-525.350757136626,-482.10562923922,-438.860501341815,-395.615373444409,-352.370245547002,-309.125117649597,-265.87998975219,-222.634861854785,-179.38973395738,-136.144606059973,-92.8994781625661,-49.6543502651612,-6.40922236775441,36.8359055296514,80.0810334270573,95.0228900972925,108.261741480056,114.535409311742,114.535409311741,114.535409311742,114.53540931174,114.53540931174,114.535409311741,114.53540931174,114.53540931174,114.53540931174,114.53540931174,114.535409311741
"14",18307.3828,-41.5684700273305,-15.0281272908578,11.5122154456139,21.2043231470798,28.272430862773,35.3405385784663,42.4086462941596,49.4767540098528,56.5448617255461,63.6129694412393,70.6810785564185,77.7491862721117,84.817293987805,91.8854017034982,98.9535094191915,106.021617134885,113.089724850578,120.157832566271,127.225940281965,134.294047997658,141.362155713351,148.430263429044,146.482744783194,139.681623243641,132.880501704087,126.079380164533,119.27825862498,112.477137085425,105.676015545871,98.8748940063178,92.0737711201418,85.2726495805873,78.4715280410346,71.6704065014801,64.8692849619256,58.0681634223729,51.2670418828193,44.4659203432657,37.6647988037121,30.8636772641576,24.062555724604,17.2614341850503,10.4603126454958,3.65919110594223,-3.14193043361138,-9.94305197316498,-16.7441735127186,-23.5452950522731,-30.6546559093622,-74.4403887962408,-118.226130352694,-162.011863239574,-205.797596126454,-249.583329013333,-293.369061900214,-337.154794787092,-380.940527673971,-424.72626056085,-468.511993447732,-512.29772633461,-556.08345922149,-599.869192108368,-643.654924995249,-687.440657882128,-731.226390769008,-694.221954464207,-648.91767725459,-603.613400044973,-558.309122835357,-513.004845625741,-467.700559445878,-422.396282236263,-377.092005026646,-331.787727817029,-286.483450607413,-241.179173397797,-195.87489618818,-150.570618978565,-105.266341768948,-59.9620645593313,-14.6577873497172,30.6464898599006,75.9507670695166,121.255044279133,166.559321488749,211.863598698366,257.167875907981,302.472153117597,347.776430327214,393.08070753683,438.384993716692,483.689270926308,502.108662419748,515.977891674996,522.246977206478,522.246977206478,522.246977206478,522.246977206477,522.246977206478,522.246977206478
"15",19179.10262,-225.151128748861,-197.347047604463,-169.542966460063,-141.738885315664,-113.934804171266,-86.1307230268658,-58.3266418824669,-30.5225607380671,-2.71847959366823,25.0856015507306,52.8896882003382,80.6937693447371,88.8559333201256,96.2605943079598,103.665255295793,111.069916283626,118.47457727146,125.879238259294,133.283899247128,140.688560234961,148.093221222794,155.497882210629,162.902543198462,170.307204186295,177.711865174129,185.116526161963,192.521187149796,199.92584813763,207.330509125463,214.735170113297,213.116528263318,205.991566199479,198.866604135639,191.741642071799,184.616680007959,177.49171794412,170.36675588028,163.24179381644,156.1168317526,148.99186968876,141.86690762492,134.741945561081,127.61698349724,120.492021433401,113.367059369561,106.242097305721,99.1171352418814,91.9921731780405,84.8672111142005,77.7422490503614,70.6172855757786,63.4923235119395,56.3673614480995,49.2423993842594,42.1174373204194,27.6221193295487,-18.2485042054195,-64.1191277403886,-109.98975127536,-155.860374810327,-201.730998345297,-247.601621880266,-293.472245415235,-339.342868950203,-385.213492485174,-431.084116020142,-476.954739555111,-459.081181024392,-411.619706535087,-364.158232045781,-316.696748159103,-269.235273669798,-221.773799180492,-174.312324691185,-126.85085020188,-79.3893757125743,-31.9279012232673,15.5335732660369,62.9950477553439,110.456522244649,157.917996733955,205.379471223261,252.840945712567,300.302420201872,347.763894691179,395.225369180484,442.68684366979,490.148318159097,537.609792648403,585.071267137708,632.532751024385,679.994225513692,727.455700002996,774.917174492302,822.37864898161,869.840123470914,917.301597960221,931.880100252929,946.409723304601,949.372042856277
"16",20092.33003,-417.475212816581,-388.347219416534,-359.219226016488,-330.091232616443,-300.963239216397,-271.83524581635,-242.707252416304,-213.579259016257,-184.451265616211,-155.323272216167,-126.195273048777,-97.0672796487306,-67.9392862486848,-38.811292848638,-9.68329944859215,19.4446939514537,48.5726873514996,77.7006807515463,106.828674151592,135.956667551638,155.144791441457,162.902030936732,170.659270432009,178.416509927285,186.173749422561,193.930988917838,201.688228413113,209.445467908389,217.202707403666,224.959946898942,232.717187930151,240.474427425427,248.231666920704,255.98890641598,263.746145911256,271.503385406532,279.260624901808,287.017864397085,280.209046679121,272.744824182671,265.280601686223,257.816379189774,250.352156693325,242.887934196877,235.423711700429,227.95948920398,220.495266707531,213.031044211083,205.566821714634,198.102599218186,190.638375243821,183.174152747372,175.709930250924,168.245707754475,160.781485258026,153.317262761578,145.853040265129,138.388817768679,130.924595272232,123.460372775783,115.996150279334,108.531927782886,73.384643877147,25.3298560694311,-22.724931738283,-72.0002913467479,-127.812318649739,-183.62434595273,-239.436373255719,-208.224175840775,-158.502777668046,-108.781389340152,-59.0600010122562,-9.33861268436249,40.3827756435312,90.1041639714267,139.82555229932,189.546940627215,239.26832895511,288.989717283005,338.711105610899,388.432493938793,438.153882266689,487.875270594583,537.596658922477,587.318047250372,637.039435578266,686.760823906159,736.482212234056,786.203600561948,835.924998734678,885.646387062574,935.367775390467,985.089163718361,1034.81055204626,1084.53194037415,1122.99296242722,1157.49288876339,1170,1170
"17",21049.04145,-618.956952801397,-588.442008067886,-557.927063334377,-527.412118600866,-496.897173867355,-466.382229133847,-435.867284400336,-405.352339666825,-374.837394933315,-344.322450199806,-313.807499424335,-283.292554690826,-252.777609957315,-222.262665223804,-191.747720490296,-161.232775756785,-130.717831023275,-100.202886289765,-69.6879415562544,-39.1729968227437,-8.65805208923393,21.8568926442767,52.3718373777874,82.8867821112963,113.401726844807,143.916671578318,174.431616311827,204.946561045338,227.544977828138,235.671584121676,243.798192024283,251.924798317821,260.051404611359,268.178010904897,276.304617198435,284.431223491973,292.557829785512,300.68443607905,308.811042372588,316.937648666126,325.064254959665,333.190861253202,341.317467546741,349.444073840279,357.570680133817,355.472546265725,347.652909195999,339.833272126272,332.013635056546,324.193997986818,316.374359368804,308.554722299077,300.73508522935,292.915448159624,285.095811089898,277.276174020171,269.456536950443,261.636899880717,253.817262810991,245.997625741265,238.177988671538,230.358351601811,221.689119505511,205.742876142247,189.796632778982,173.850389415717,157.904146052452,141.957902689187,106.042750861717,47.5731918630781,7.22371771160761,59.3126273752805,111.401537038955,163.49044670263,215.579356366303,267.668266029978,319.757175693652,371.846085357325,423.934995021,476.023904684675,528.112814348347,580.201724012023,632.290633675697,684.379543339372,736.468453003044,788.557362666721,840.646272330394,892.735181994067,944.824091657742,996.913001321416,1049.00192129869,1099.98266911849,1136.1253354189,1170,1170,1170,1170,1170,1170,1170
"18",22051.3074,-910.16313656848,-867.058175948129,-823.953215327781,-780.848254707431,-737.74329408708,-694.638333466733,-651.533372846382,-608.428412226032,-574.288902229873,-542.320965437547,-510.353022315569,-478.385085523245,-446.41714873092,-414.449211938592,-382.481275146268,-350.513338353941,-318.545401561615,-286.57746476929,-254.609527976964,-222.641591184638,-190.673654392313,-158.705717599987,-126.737780807661,-94.7698440153363,-62.801907223009,-30.8339704306836,1.1339663616418,33.1019031539681,65.0698399462935,97.037776738619,129.005719860596,160.973656652923,192.941593445247,224.909530237574,256.877467029899,288.845403822224,306.488191027682,315.001751795913,323.515312564144,332.028873332374,340.542434100606,349.055994868836,357.569555637067,366.083116405298,374.596677173529,383.11023794176,391.62379870999,400.137359478222,408.650920246452,417.164481014684,425.678043468599,434.19160423683,431.713406496124,423.521431522319,415.329456548515,407.13748157471,398.945506600906,390.753531627101,382.561556653296,374.369581679492,358.363955554779,341.658419812743,324.952884070708,308.247348328672,291.541812586636,274.836276844601,258.130741102565,241.42520536053,224.719669618495,208.014133876459,191.308594826727,235.410566451423,289.979728750474,344.548891049526,399.118053348577,453.687215647628,508.25637794668,562.825540245731,617.394702544783,671.963864843834,726.533027142885,781.102189441935,835.671351740988,890.240514040039,944.809676339091,999.378838638142,1053.94800093719,1105.13554044837,1142.99916700538,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170
"19",23101.297,-1236.28805696933,-1191.13062120368,-1145.97318543804,-1100.81574967239,-1055.65831390675,-1010.5008781411,-965.343442375457,-920.186006609812,-875.028570844167,-829.871135078522,-784.713690371704,-739.556254606059,-694.398818840414,-649.241383074767,-604.083947309124,-558.926511543478,-515.316523695938,-481.826409530792,-448.336295365645,-414.846181200499,-381.356067035353,-347.865952870206,-314.375838705058,-280.885724539912,-247.395610374765,-213.905496209619,-180.415382044473,-146.925267879325,-113.435153714178,-79.9450395490312,-46.4549187528428,-12.9648045876966,20.5253095774506,54.0154237425977,87.5055379077448,120.995652072891,154.485766238037,187.975880403184,221.465994568331,254.956108733479,288.446222898626,321.936337063771,355.426451228917,383.514439545855,392.433379918272,401.35232029069,410.271260663108,419.190201035525,428.109141407943,437.02808178036,445.947023918728,454.865964291145,463.784904663563,472.703845035981,481.622785408398,490.541725780816,499.460666153233,503,503,485.636577960298,468.135595559551,450.634613158803,433.133630758056,415.632648357308,398.13166595656,380.630683555813,363.129701155065,345.628718754317,328.127736353569,310.626753952822,362.726027828217,419.893541864666,477.061055901118,534.228569937568,591.396083974018,648.563598010471,705.73111204692,762.89862608337,820.066140119823,877.233654156273,934.401168192722,991.568682229174,1048.73619626563,1103.32215717923,1142.98868881494,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170
"20",24201.28265,-1457.63054255846,-1410.32290148906,-1363.01526041966,-1315.70761935026,-1268.39997828086,-1221.09233721146,-1173.78469614206,-1126.47705507266,-1079.16941400326,-1031.86177293386,-984.554122497548,-937.246481428149,-889.938840358749,-842.63119928935,-795.32355821995,-748.01591715055,-700.708276081151,-653.400635011751,-606.092993942351,-558.785352872952,-511.477711803553,-464.170070734152,-416.862429664752,-369.554788595353,-322.247147525954,-285.382991452277,-250.298220285902,-215.213449119526,-180.128677953148,-145.043906786774,-109.959128673614,-74.8743575072376,-39.7895863408612,-4.7048151744857,30.3799559918907,65.4647271582653,100.549498324641,135.634269491017,170.719040657393,205.803811823769,240.888582990146,275.97335415652,311.058125322896,346.142896489272,381.227667655648,416.312438822025,451.3972099884,486.481981154775,521.566752321151,556.651523487527,587.492247106525,596.835869539991,606.179491973458,615.523114406924,623.311119883086,623.311119883086,623.311119883086,623.311119883086,623.311119883086,623.311119883086,623.311119883086,623.311119883086,623.311119883086,623.311119883086,623.311119883086,611.773690947685,593.43938609315,575.105081238614,553.803157113986,613.692745373642,673.582345491434,733.471933751088,793.361522010741,853.251110270397,913.14069853005,973.030286789703,1032.91987504936,1092.80946330901,1152.69905156867,1212.58863982832,1255.73382520435,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309,1290.31111988309
"21",25353.64494,-1572.86677155846,-1523.30654155046,-1473.74631154247,-1424.18608153447,-1374.62585152647,-1325.06562151848,-1275.50539151048,-1225.94516150249,-1176.38493149449,-1126.82470148649,-1077.26446166557,-1027.70423165758,-978.144001649582,-928.583771641584,-879.02354163359,-829.463311625594,-779.903081617597,-730.342851609602,-680.782621601606,-631.222391593608,-581.662161585615,-532.101931577618,-482.541701569621,-432.981471561627,-383.42124155363,-333.861011545633,-284.300781537639,-234.740551529643,-185.180321521646,-135.620091513651,-86.0598516927284,-36.4996216847321,13.0606083232624,50.4245824861373,87.1799414403631,123.93530039459,160.690659348817,197.446018303042,234.201377257269,270.956736211496,307.712095165722,344.467454119947,381.222813074175,417.978172028401,454.733530982627,491.488889936854,528.24424889108,564.999607845306,601.754966799534,638.51032575376,675.265691985547,712.021050939774,742.773049547101,769.739882452625,796.70671535815,823.673548263674,850.640381169198,865.996588487701,865.996588487701,865.996588487701,865.996588487701,865.996588487701,865.996588487701,865.996588487701,865.996588487701,859.639046042628,864.920847320461,927.662123404772,990.40339948908,1053.14467557339,1115.88596408047,1178.62724016478,1241.36851624909,1304.1097923334,1366.85106841771,1429.59234450202,1482.57830524442,1526.11227474808,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877,1532.9965884877
"22",26560.87783,-1693.59006055846,-1641.66998288977,-1589.74990522109,-1537.8298275524,-1485.90974988372,-1433.98967221503,-1382.06959454634,-1330.14951687766,-1278.22943920897,-1226.30936154029,-1174.38927359143,-1122.46919592274,-1070.54911825405,-1018.62904058537,-966.708962916683,-914.788885247998,-862.868807579312,-810.948729910627,-759.02865224194,-707.108574573254,-655.18849690457,-603.268419235883,-551.348341567198,-499.428263898513,-447.508186229827,-395.588108561141,-343.668030892455,-291.747953223769,-239.827875555083,-187.907797886398,-135.987709937537,-84.0676322688523,-32.1475546001675,19.7725230685191,71.6926007372058,123.612678405891,175.532756074576,227.452833743263,279.372911411948,331.292989080633,377.717459297927,416.222952338132,454.728445378338,493.233938418543,531.739431458748,570.244924498954,608.750417539159,647.255910579363,685.761403619568,724.266896659775,753.041686967958,781.292565922867,809.543444877775,837.794323832682,866.045202787591,894.296081742499,922.546960697407,950.797839652314,979.048718607222,1007.29959756213,1035.55047651704,1063.80135547195,1086.16281158213,1104.09367187806,1112.3233363439,1191.46667014898,1270.61000395405,1349.75333775912,1428.8966715642,1508.04000536927,1579.25020322674,1644.97895240333,1710.70770157993,1757.53941800139,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808,1787.23770880808
"23",27825.59402,-1820.06167955846,-1765.66938831182,-1711.27709706518,-1656.88480581854,-1602.49251457191,-1548.10022332527,-1493.70793207863,-1439.31564083199,-1384.92334958536,-1330.53105833872,-1276.13875632241,-1221.74646507577,-1167.35417382913,-1112.9618825825,-1058.56959133586,-1004.17730008922,-949.785008842585,-895.392717595948,-841.000426349309,-786.608135102672,-732.215843856036,-677.823552609398,-623.43126136276,-569.038970116122,-514.646678869485,-460.254387622847,-405.862096376211,-351.469805129574,-297.077513882936,-242.685222636298,-188.292920619987,-133.90062937335,-79.5083381267132,-25.1160468800763,29.2762443665624,83.6685356131993,138.060826859837,192.453118106475,246.845409353111,301.237700599749,355.629991846387,410.022283093024,464.414574339663,518.8068655863,573.199156832935,627.591448079574,681.983739326211,731.512827725951,761.10889354647,790.704959366988,820.301031047527,849.897096868046,879.493162688565,909.089228509083,938.685294329602,968.28136015012,997.877425970638,1027.47349179116,1057.06955761168,1082.73145362813,1101.58462419513,1120.43779476213,1167.36041692594,1272.72840017473,1378.09638342352,1483.4643666723,1588.83234992108,1694.20033316987,1799.56831641865,1900.41661428203,1965.25191473591,1993.81176224713,2007.86509241973,2021.91842259233,2035.97175276493,2050.02508293752,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244,2053.58471086244
"24",29150.53063,-1897.50227755846,-1840.5200564105,-1783.53783526254,-1726.55561411458,-1669.57339296662,-1612.59117181866,-1555.6089506707,-1498.62672952274,-1441.64450837478,-1384.66228722682,-1327.68005479638,-1270.69783364842,-1213.71561250046,-1156.7333913525,-1099.75117020454,-1042.76894905658,-985.786727908621,-928.804506760664,-871.822285612702,-814.840064464743,-757.857843316784,-700.875622168824,-643.893401020864,-586.911179872905,-529.928958724945,-472.946737576985,-415.964516429025,-358.982295281065,-302.000074133105,-245.017852985146,-188.035620554707,-131.053399406747,-74.0711782587869,-17.0889571108273,39.8932640371331,96.8754851850917,153.857706333051,210.839927481013,267.82214862897,324.804369776931,381.786590924891,438.76881207285,495.75103322081,552.73325436877,609.715475516728,663.248508722761,708.976303571049,754.704098419338,800.431893267627,846.159688115916,891.887492018308,937.615286866598,983.343081714887,1029.07087656318,1069.83726188918,1100.84256666752,1131.49664851413,1151.24752699281,1170.99840547148,1190.74928395015,1247.52867294724,1357.91383205318,1468.29899115912,1578.68415026506,1689.06930937101,1799.45446847695,1902.31309754042,1990.61452154144,2034.27886939703,2072.52680742138,2110.77475301882,2149.02269104317,2187.27062906752,2225.51856709187,2263.76650511622,2301.80079420808,2316.52328427802,2331.24577434797,2345.96826441792,2360.69075448786,2375.41324455781,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185,2387.66709030185
"25",30538.55509,-1897.50227755846,-1837.80680505523,-1778.11133255201,-1718.41586004879,-1658.72038754557,-1599.02491504234,-1539.32944253912,-1479.63397003589,-1419.93849753267,-1360.24302502945,-1300.54754070652,-1240.8520682033,-1181.15659570008,-1121.46112319685,-1061.76565069363,-1002.07017819041,-942.374705687182,-882.679233183961,-822.983760680736,-763.288288177513,-703.592815674289,-643.897343171068,-584.201870667844,-524.50639816462,-464.810925661397,-405.115453158172,-345.41998065495,-285.724508151728,-226.029035648504,-166.333563145282,-106.638078822354,-46.9426063191313,12.7528661840906,72.4483386873144,132.143811190539,191.839283693761,251.534756196985,311.230228700209,370.92570120343,430.621173706654,490.316646209878,550.0121187131,609.707591216324,665.419545007089,713.324703230229,761.229861453372,809.135019676514,857.040177899656,904.945336122799,952.850494345941,1000.7556620543,1048.66082027745,1096.56597850059,1144.47113672373,1185.59597335399,1221.71081729705,1257.82566124011,1293.94050518317,1402.13004514006,1517.77127669301,1633.41250824596,1749.05373979892,1864.69497135187,1972.81425626041,2065.32021903714,2108.43282525704,2148.50196764286,2188.57111002867,2228.64025241449,2268.7093948003,2308.77854511981,2348.84768750562,2388.91682989144,2428.98597227725,2469.05511466307,2509.12425704888,2549.1933994347,2589.26254182051,2629.33168420633,2669.40082659214,2709.46996897795,2739.23405996536,2754.65757248284,2770.08108500032,2785.5045975178,2800.92811003529,2816.35162255277,2818.78504283389,2818.78504283389,2818.78504283389,2818.78504283389,2818.78504283389,2818.78504283389,2818.78504283389,2818.78504283389,2818.78504283389,2818.78504283389,2818.78504283389,2818.78504283389,2818.78504283389
"26",31992.67138,-1897.50227755846,-1834.96436019331,-1772.42644282816,-1709.88852546301,-1647.35060809786,-1584.81269073272,-1522.27477336757,-1459.73685600242,-1397.19893863727,-1334.66102127212,-1272.12309152447,-1209.58517415932,-1147.04725679417,-1084.50933942902,-1021.97142206387,-959.433504698727,-896.895587333577,-834.35766996843,-771.819752603282,-709.281835238133,-646.743917872986,-584.206000507837,-521.668083142688,-459.130165777541,-396.592248412394,-334.054331047244,-271.516413682097,-208.978496316948,-146.4405789518,-83.9026615866514,-21.3647318389967,41.1731855261523,103.7111028913,166.24902025645,228.786937621597,291.324854986746,353.862772351893,416.400689717042,478.938607082188,541.476524447338,604.014441812486,663.131876505588,713.318074900474,763.50427329536,813.690471690245,863.876670085131,914.062868480018,964.249066874901,1014.43526526979,1064.62146366467,1114.80767199643,1164.95285210596,1202.78733153058,1240.6218109552,1310.78503788837,1431.93261373631,1553.08018958424,1674.22776543217,1795.3753412801,1916.52291712804,2033.45815766685,2130.36886149957,2180.39391047298,2222.3709752375,2264.34804000202,2306.32510476654,2348.30216953106,2390.27923429558,2432.2562990601,2474.23336382462,2516.2104369006,2558.18750166512,2600.16456642964,2642.14163119416,2684.11869595868,2726.0957607232,2768.07282548772,2810.04989025224,2852.02695501676,2894.00401978128,2935.9810845458,2977.95814931032,3019.93521407484,3061.91227883936,3103.88934360388,3145.86640836841,3185.74453835788,3201.90245303468,3218.06036771149,3234.21828238829,3250.37620026436,3266.53411494117,3270.4310013556,3270.4310013556,3270.4310013556,3270.4310013556,3270.4310013556,3270.4310013556,3270.4310013556,3270.4310013556
"27",33516.02651,-1897.50227755846,-1831.98657018302,-1766.47086280759,-1700.95515543216,-1635.43944805672,-1569.92374068129,-1504.40803330585,-1438.89232593042,-1373.37661855499,-1307.86091117955,-1242.34519083201,-1176.82948345658,-1111.31377608114,-1045.79806870571,-980.282361330275,-914.76665395484,-849.250946579406,-783.735239203974,-718.219531828539,-652.703824453104,-587.188117077672,-521.672409702238,-456.156702326803,-390.640994951371,-325.125287575937,-259.609580200502,-194.093872825069,-128.578165449635,-63.0624580742015,2.45324930123206,67.9689696487767,133.48467702421,199.000384399644,264.516091775077,330.031799150513,395.547506525945,461.063213901379,526.578921276813,592.094628652246,655.955971602409,708.531823611149,761.107675619887,813.683527628626,866.259379637366,918.835231646104,971.411083654844,1023.98693566358,1076.56278767232,1129.13863968106,1177.55823013254,1217.19423462251,1318.93254568824,1445.84865455309,1572.76476341794,1699.6808722828,1826.59698114765,1953.5130900125,2080.42919887736,2184.67141528068,2249.78516808505,2293.76100238626,2337.73683668746,2381.71267098866,2425.68850528986,2469.66433959106,2513.64017389226,2557.61600819346,2601.59184249466,2645.56767679586,2689.54351109706,2733.51935410548,2777.49518840668,2821.47102270788,2865.44685700908,2909.42269131028,2953.39852561148,2997.37435991268,3041.35019421388,3085.32602851509,3129.30186281629,3173.27769711749,3217.25353141869,3261.22936571989,3305.20520002109,3349.18103432229,3393.15686862349,3437.13270292469,3481.10853722589,3525.08437152709,3569.06020582829,3613.03604883671,3657.01188313791,3674.2900945019,3691.21738044879,3708.14466639568,3725.07195234257,3741.99923828946,3743.58242163013,3743.58242163013,3743.58242163013
